idx,inchi_key,smiles,cf_kingdom,cf_superclass,cf_class,cf_subclass,cf_direct_parent,npc_class_results,npc_superclass_results,npc_pathway_results,npc_isglycoside,kmedoid_10,kmedoid_20,kmedoid_25,kmedoid_30,kmedoid_35,kmedoid_40,kmedoid_45,kmedoid_50,kmedoid_100
62,NNPDNNXUSPXBRO-UHFFFAOYSA-N,OC(CCc1ccccc1)CC(=O)c2ccc(O)cc2,Organic_compounds,Organic_oxygen_compounds,Organooxygen_compounds,Carbonyl_compounds,Alkyl-phenylketones,Linear_diarylheptanoids;_Minor_lignans,Diarylheptanoids;_Lignans,Shikimates_and_Phenylpropanoids,0,KM_7,KM_3,KM_3,KM_0,KM_33,KM_37,KM_0,KM_0,KM_12
63,JPKOGSRBGUXTOA-UHFFFAOYSA-N,Cc1coc2c(C)c3oc(=O)c(CCC(=O)NCCCn4ccnc4)c(C)c3cc12,Organic_compounds,Phenylpropanoids_and_polyketides,Coumarins_and_derivatives,Furanocoumarins,Psoralens,Furocoumarins;_Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_6,KM_16,KM_5,KM_26,KM_5,KM_36,KM_36,KM_36,KM_10
64,ZPINJJOPURFFNV-UHFFFAOYSA-N,COc1cc(cc(OC)c1OC)C2OC(C(C)C2C)c3cc(OC)c(OC)c(OC)c3,Organic_compounds,"Lignans,_neolignans_and_related_compounds",Furanoid_lignans,Tetrahydrofuran_lignans,"7,7'-epoxylignans",Furanoid_lignans,Lignans,Shikimates_and_Phenylpropanoids,0,KM_0,KM_13,KM_9,KM_19,KM_19,KM_30,KM_34,KM_14,KM_41
65,TVISSERFJHLDBX-KSSFIOAISA-N,CSCC[C@H](N)C(=O)N1CCC(CC1)C(=O)N[C@@H](C)C(=O)NCc2ccc(F)cc2,Organic_compounds,Organic_acids_and_derivatives,Peptidomimetics,Hybrid_peptides,Hybrid_peptides,Tripeptides,Small_peptides,Amino_acids_and_Peptides,0,KM_5,KM_1,KM_1,KM_1,KM_10,KM_13,KM_13,KM_13,KM_13
66,GRTOGORTSDXSFK-UHFFFAOYSA-N,COC(=O)C1=COC(C)C2CN3CCc4c([nH]c5ccccc45)C3CC21,Organic_compounds,Alkaloids_and_derivatives,Yohimbine_alkaloids,,Yohimbine_alkaloids,Corynanthe_type;_Yohimbine-like_alkaloids,Tryptophan_alkaloids,Alkaloids,0,KM_9,KM_4,KM_4,KM_4,KM_4,KM_4,KM_4,KM_4,KM_22
67,OWRGTCNIAMOXMJ-UHFFFAOYSA-N,Cc1c(C)c2c(OCC(=O)N3CCC(O)CC3)cc4OC(C)(C)CCc4c2oc1=O,Organic_compounds,Phenylpropanoids_and_polyketides,Coumarins_and_derivatives,Pyranocoumarins,Angular_pyranocoumarins,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_7,KM_18,KM_18,KM_18,KM_17,KM_17,KM_20,KM_17,KM_84
68,WEPBGSIAWZTEJR-UHFFFAOYSA-N,COc1c(oc2cc(O)cc(O)c2c1=O)c3ccc(O)c(O)c3,Organic_compounds,Phenylpropanoids_and_polyketides,Flavonoids,O-methylated_flavonoids,3-O-methylated_flavonoids,Flavonols,Flavonoids,Shikimates_and_Phenylpropanoids,0,KM_6,KM_10,KM_10,KM_25,KM_11,KM_25,KM_18,KM_6,KM_32
69,OVBPIULPVIDEAO-LBPRGKRZSA-N,Nc1nc(O)c2nc(CNc3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O)cnc2n1,Organic_compounds,Organic_acids_and_derivatives,Carboxylic_acids_and_derivatives,"Amino_acids,_peptides,_and_analogues",Glutamic_acid_and_derivatives,,,Alkaloids,0,KM_9,KM_15,KM_0,KM_11,KM_9,KM_7,KM_30,KM_10,KM_54
70,VASUQTGZAPZKFK-UHFFFAOYSA-N,COc1cc2CCN=C(C)c2cc1OC,Organic_compounds,Organoheterocyclic_compounds,Dihydroisoquinolines,,Dihydroisoquinolines,Isoquinoline_alkaloids,Tyrosine_alkaloids,Alkaloids,0,KM_8,KM_17,KM_14,KM_8,KM_21,KM_2,KM_28,KM_22,KM_57
71,PGFKZUOYIFDMQJ-UHFFFAOYSA-N,COc1c(O)c(=O)n2c3ccccc3c4ccnc1c42,Organic_compounds,Alkaloids_and_derivatives,Indolonaphthyridine_alkaloids,,Indolonaphthyridine_alkaloids,Carboline_alkaloids,Tryptophan_alkaloids,Alkaloids,0,KM_6,KM_16,KM_24,KM_5,KM_30,KM_36,KM_38,KM_34,KM_15
72,HOGNSHPIFOIKIO-XFBNRCLWSA-N,CCc1cc(=O)oc2cc(C)cc(OC(C)C(=O)NC[C@H]3CC[C@@H](CC3)C(=O)O)c12,Organic_compounds,Phenylpropanoids_and_polyketides,Coumarins_and_derivatives,,Coumarins_and_derivatives,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_2,KM_14,KM_16,KM_27,KM_27,KM_31,KM_16,KM_27,KM_68
73,BXZMQZWYVUZBTK-MQNRADLISA-N,COc1ccc2[nH]c3c(CCN4C(=O)N([C@@H](C)C(=O)NCc5ccccc5)C(=O)[C@@]43C)c2c1,Organic_compounds,Organic_acids_and_derivatives,Carboxylic_acids_and_derivatives,"Amino_acids,_peptides,_and_analogues",Dipeptides,Carboline_alkaloids,Tryptophan_alkaloids,Alkaloids,0,KM_9,KM_4,KM_4,KM_4,KM_4,KM_4,KM_4,KM_4,KM_86
74,KFWLSTWDVTUEHP-MJGOQNOKSA-N,CCCc1cc(=O)oc2c(C)c(OCC(=O)N3C[C@H]4C[C@@H](C3)c5cccc(=O)n5C4)ccc12,Organic_compounds,Alkaloids_and_derivatives,Lupin_alkaloids,Cytisine_and_derivatives,Cytisine_and_derivatives,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_8,KM_8,KM_11,KM_14,KM_14,KM_10,KM_12,KM_47,KM_47
75,RMPRESDCJMOAHW-UHFFFAOYSA-N,COc1ccc(cc1)c2cc(=O)c3cc(O)ccc3o2,Organic_compounds,Phenylpropanoids_and_polyketides,Flavonoids,O-methylated_flavonoids,4'-O-methylated_flavonoids,Flavones,Flavonoids,Shikimates_and_Phenylpropanoids,0,KM_6,KM_6,KM_6,KM_6,KM_11,KM_6,KM_6,KM_9,KM_97
76,PBWIOAMUZKICDN-JLHYYAGUSA-N,C/C(=C\COc1cc(O)nc2ccccc12)/CCC(O)C(C)(C)O,Organic_compounds,Organoheterocyclic_compounds,Quinolines_and_derivatives,Quinolones_and_derivatives,Hydroquinolones,Quinoline_alkaloids,Tryptophan_alkaloids;_Anthranilic_acid_alkaloids,Alkaloids,0,KM_4,KM_5,KM_7,KM_11,KM_9,KM_33,KM_5,KM_7,KM_76
77,NAZMVBQYJSVGOX-UHFFFAOYSA-N,CC(Oc1ccc2c3ccccc3c(=O)oc2c1C)C(=O)NC(Cc4c[nH]c5ccc(O)cc45)C(=O)O,Organic_compounds,Organoheterocyclic_compounds,Indoles_and_derivatives,Tryptamines_and_derivatives,N-acylserotonins,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_9,KM_12,KM_22,KM_12,KM_31,KM_24,KM_24,KM_47,KM_31
78,SKCUFZLDTAYNBZ-UHFFFAOYSA-N,COc1cc(C)c2C(=O)Oc3c(C)c(O)c4C(=O)OC(O)c4c3Oc2c1C=O,Organic_compounds,Organic_oxygen_compounds,Organooxygen_compounds,Ethers,Diarylethers,Depsidones,Aromatic_polyketides,Polyketides,0,KM_6,KM_10,KM_18,KM_18,KM_6,KM_27,KM_15,KM_5,KM_72
79,OWEDAMDWUSCDJX-UHFFFAOYSA-N,Cc1c(C)c2ccc(OCC(=O)N3CCC(CC3)C(=O)O)cc2oc1=O,Organic_compounds,Phenylpropanoids_and_polyketides,Coumarins_and_derivatives,,Coumarins_and_derivatives,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_2,KM_14,KM_16,KM_27,KM_27,KM_31,KM_16,KM_27,KM_27
80,MDJQWFFIUHUJSB-UHFFFAOYSA-N,COC1C(O)CC2CN3CCc4c([nH]c5cc(OC)ccc45)C3CC2C1C(=O)OC,Organic_compounds,Alkaloids_and_derivatives,Yohimbine_alkaloids,,Yohimbine_alkaloids,Yohimbine-like_alkaloids,Tryptophan_alkaloids,Alkaloids,0,KM_9,KM_4,KM_4,KM_4,KM_31,KM_24,KM_24,KM_24,KM_82
81,DPAGRPSAFDXQDN-UHFFFAOYSA-N,COc1cc2OC(C)(C)C=Cc2c3oc(cc(=O)c13)c4ccccc4,Organic_compounds,Phenylpropanoids_and_polyketides,Flavonoids,Pyranoflavonoids,Pyranoflavonoids,Flavones,Flavonoids,Shikimates_and_Phenylpropanoids,0,KM_6,KM_15,KM_8,KM_9,KM_16,KM_22,KM_22,KM_39,KM_34
82,UBAMGTKSOKGECF-UHFFFAOYSA-N,COc1c2ccoc2c(OCC(O)C(=C)C)c3oc(=O)ccc13,Organic_compounds,Phenylpropanoids_and_polyketides,Coumarins_and_derivatives,Furanocoumarins,5-methoxypsoralens,Furocoumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_7,KM_11,KM_13,KM_20,KM_25,KM_20,KM_7,KM_20,KM_58
83,NPBOIZNEZVYJQF-SJORKVTESA-N,Cc1c(C)c2ccc(OCC(=O)N3C[C@H]4C[C@@H](C3)c5cccc(=O)n5C4)cc2oc1=O,Organic_compounds,Alkaloids_and_derivatives,Lupin_alkaloids,Cytisine_and_derivatives,Cytisine_and_derivatives,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_8,KM_8,KM_11,KM_14,KM_14,KM_10,KM_12,KM_47,KM_47
84,ONNIQHQMYBDPDM-KMAYAQJESA-N,C[C@H]1O[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@H](O[C@H]2O[C@@H]3CC[C@@]4(C)C(CC[C@]5(C)C4CC=C6[C@@H]7CC(C)(C)CC[C@@]7(CC[C@]65C)C(=O)O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)C3(C)C)C(=O)O)[C@@H](O)[C@@H](O)[C@@H]1O,Organic_compounds,Lipids_and_lipid-like_molecules,Prenol_lipids,Terpene_glycosides,Triterpene_saponins,Oleanane_triterpenoids,Triterpenoids,Terpenoids,1,KM_3,KM_2,KM_2,KM_21,KM_2,KM_38,KM_17,KM_25,KM_1
85,GGWOXEJWUSLBED-SJORKVTESA-N,Cc1c(OCC(=O)N2C[C@H]3C[C@@H](C2)c4cccc(=O)n4C3)ccc5c6CCCc6c(=O)oc15,Organic_compounds,Alkaloids_and_derivatives,Lupin_alkaloids,Cytisine_and_derivatives,Cytisine_and_derivatives,Pyridine_alkaloids;_Quinolizidine_alkaloids,Lysine_alkaloids;_Nicotinic_acid_alkaloids,Alkaloids,0,KM_8,KM_8,KM_11,KM_14,KM_14,KM_10,KM_12,KM_47,KM_47
86,NYSZJNUIVUBQMM-BQYQJAHWSA-N,COc1cc(O)cc(O)c1C(=O)/C=C/c2ccccc2,Organic_compounds,Phenylpropanoids_and_polyketides,"Linear_1,3-diarylpropanoids",Chalcones_and_dihydrochalcones,2'-Hydroxychalcones,Chalcones,Flavonoids,Shikimates_and_Phenylpropanoids,0,KM_0,KM_19,KM_9,KM_25,KM_15,KM_11,KM_11,KM_11,KM_11
87,RYFCSKVXWRJEOB-UHFFFAOYSA-N,O=C(CC(=O)OCc1ccccc1)OCc2ccccc2,Organic_compounds,Benzenoids,Benzene_and_substituted_derivatives,Benzyloxycarbonyls,Benzyloxycarbonyls,,,Shikimates_and_Phenylpropanoids,0,KM_5,KM_17,KM_14,KM_22,KM_21,KM_2,KM_28,KM_22,KM_5
88,JSYZERWPNWZGEH-RWZMTBSZSA-N,CC(Oc1ccc2c3CCCc3c(=O)oc2c1C)C(=O)N4C[C@H]5C[C@@H](C4)c6cccc(=O)n6C5,Organic_compounds,Alkaloids_and_derivatives,Lupin_alkaloids,Cytisine_and_derivatives,Cytisine_and_derivatives,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_3,KM_2,KM_2,KM_2,KM_24,KM_34,KM_29,KM_48,KM_25
89,RRJWTPLXCYHWGJ-QIELNMHASA-N,COc1ccc(cc1)C2N3[C@@H](Cc4c2[nH]c5ccccc45)C(=O)N(C3=O)c6ccccc6C(=O)N7CCC[C@H]7C(=O)O,Organic_compounds,Organoheterocyclic_compounds,Indoles_and_derivatives,Pyridoindoles,Beta_carbolines,Carboline_alkaloids,Tryptophan_alkaloids,Alkaloids,0,KM_9,KM_15,KM_17,KM_16,KM_20,KM_14,KM_8,KM_26,KM_19
90,NVUGEQAEQJTCIX-UHFFFAOYSA-N,CC(=O)NCCc1c[nH]c2ccccc12,Organic_compounds,Organoheterocyclic_compounds,Indoles_and_derivatives,Indoles,3-alkylindoles,Simple_indole_alkaloids,Tryptophan_alkaloids,Alkaloids,0,KM_4,KM_5,KM_7,KM_22,KM_32,KM_32,KM_39,KM_38,KM_91
91,MLHUAGQEFJUVAY-UHFFFAOYSA-N,Cc1cc(=O)oc2c3CCC(C)(C)Oc3cc(OCC(=O)NCc4ccco4)c12,Organic_compounds,Phenylpropanoids_and_polyketides,Coumarins_and_derivatives,Pyranocoumarins,Angular_pyranocoumarins,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_2,KM_18,KM_18,KM_18,KM_1,KM_29,KM_9,KM_18,KM_66
92,ZYEMGPIYFIJGTP-UHFFFAOYSA-N,COc1ccc(CC=C)cc1OC,Organic_compounds,Benzenoids,Benzene_and_substituted_derivatives,Methoxybenzenes,Dimethoxybenzenes,Cinnamic_acids_and_derivatives,Phenylpropanoids_(C6-C3),Shikimates_and_Phenylpropanoids,0,KM_0,KM_19,KM_9,KM_0,KM_0,KM_19,KM_0,KM_0,KM_0
93,DSAGYHKERFGOOJ-YNNZGITBSA-N,CC(Oc1cc(C)cc2oc(=O)c3CCCc3c12)C(=O)N[C@H](C(=O)O)c4ccccc4,Organic_compounds,Organic_acids_and_derivatives,Carboxylic_acids_and_derivatives,"Amino_acids,_peptides,_and_analogues",N-acyl-L-alpha-amino_acids,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_8,KM_7,KM_21,KM_29,KM_34,KM_26,KM_41,KM_29,KM_51
94,BIXJFIJYBLJTMK-MEBBXXQBSA-N,CN1C[C@H](CO)C=C2[C@H]1Cc3c[nH]c4cccc2c34,Organic_compounds,Alkaloids_and_derivatives,Ergoline_and_derivatives,Clavines_and_derivatives,Clavines_and_derivatives,Ergot_alkaloids,Tryptophan_alkaloids,Alkaloids,0,KM_9,KM_4,KM_4,KM_4,KM_4,KM_4,KM_4,KM_32,KM_16
95,GPPWDBNOAOQQHD-MCQZQAMTSA-N,C[C@]12CC[C@H]3OC(=O)C=C3C2CC[C@]4(CC5CCC41)C[C@@]5(CO)O[C@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O,Organic_compounds,Lipids_and_lipid-like_molecules,Prenol_lipids,Terpene_glycosides,Diterpene_glycosides,Norkaurane_diterpenoids,Diterpenoids,Terpenoids,1,KM_3,KM_2,KM_2,KM_21,KM_2,KM_38,KM_17,KM_25,KM_17
96,GFVZTAWQXORWCC-UHFFFAOYSA-N,COc1cccc(c1)c2c(NC(=O)c3ccco3)oc4ccccc4c2=O,Organic_compounds,Phenylpropanoids_and_polyketides,Isoflavonoids,O-methylated_isoflavonoids,3'-O-methylisoflavones,,,Shikimates_and_Phenylpropanoids,0,KM_6,KM_10,KM_6,KM_6,KM_18,KM_6,KM_42,KM_33,KM_3
97,OVMSOCFBDVBLFW-SSXYINQQSA-N,CC(=O)O[C@@H]1/C/2=C(\C)/[C@@H](O)C[C@@](O)([C@@H](OC(=O)c3ccccc3)C4[C@@]5(CO[C@@H]5C[C@@H](O)[C@@]4(C)C1=O)OC(=O)C)C2(C)C,Organic_compounds,Lipids_and_lipid-like_molecules,Prenol_lipids,Diterpenoids,Taxanes_and_derivatives,Taxane_diterpenoids;_Tetracyclic_diterpenoids,Diterpenoids,Terpenoids,0,KM_9,KM_15,KM_17,KM_16,KM_22,KM_1,KM_26,KM_2,KM_40
98,TVWVHFSJQNXIRZ-UHFFFAOYSA-N,COc1cc(OC)c2C(=O)CC(Oc2c1O)c3ccccc3,Organic_compounds,Phenylpropanoids_and_polyketides,Flavonoids,O-methylated_flavonoids,7-O-methylated_flavonoids,Flavanones,Flavonoids,Shikimates_and_Phenylpropanoids,0,KM_6,KM_10,KM_6,KM_6,KM_15,KM_11,KM_11,KM_11,KM_11
99,KTZOKINREVUDBT-DEOSSOPVSA-N,Cc1c(Cc2ccccc2)c(=O)oc3cc(OCC(=O)N[C@@H](Cc4ccccc4)C(=O)O)ccc13,Organic_compounds,Organic_acids_and_derivatives,Carboxylic_acids_and_derivatives,"Amino_acids,_peptides,_and_analogues",Phenylalanine_and_derivatives,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_9,KM_4,KM_4,KM_4,KM_31,KM_24,KM_24,KM_24,KM_96
100,IBZVPUIHHNSFOT-MSOLQXFVSA-N,Cc1cc(OCC(=O)N2C[C@H]3C[C@@H](C2)c4cccc(=O)n4C3)c5c(C)c(C)c(=O)oc5c1,Organic_compounds,Alkaloids_and_derivatives,Lupin_alkaloids,Cytisine_and_derivatives,Cytisine_and_derivatives,Pyridine_alkaloids;_Quinolizidine_alkaloids;_Simple_coumarins,Lysine_alkaloids;_Nicotinic_acid_alkaloids;_Coumarins,Alkaloids;_Shikimates_and_Phenylpropanoids,0,KM_8,KM_8,KM_11,KM_14,KM_14,KM_10,KM_12,KM_47,KM_47
101,TZBDNQFYNGKIER-QHCPKHFHSA-N,CCCCCCc1c(C)c2ccc(OCC(=O)N[C@@H](Cc3ccccc3)C(=O)O)cc2oc1=O,Organic_compounds,Organic_acids_and_derivatives,Carboxylic_acids_and_derivatives,"Amino_acids,_peptides,_and_analogues",Phenylalanine_and_derivatives,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_8,KM_17,KM_14,KM_8,KM_29,KM_9,KM_43,KM_43,KM_43
102,NFDIIJYBVFLLLH-DENIHFKCSA-N,C[C@@H](NC(=O)C1(CCN(CC1)C(=O)OC(C)(C)C)c2ccccc2)C(=O)N[C@@H](C(=O)O)c3ccccc3,Organic_compounds,Organic_acids_and_derivatives,Peptidomimetics,Hybrid_peptides,Hybrid_peptides,Tripeptides,Small_peptides,Amino_acids_and_Peptides,0,KM_8,KM_17,KM_14,KM_15,KM_21,KM_2,KM_28,KM_22,KM_57
103,NFDIIJYBVFLLLH-DENIHFKCSA-N,C[C@@H](NC(=O)C1(CCN(CC1)C(=O)OC(C)(C)C)c2ccccc2)C(=O)N[C@@H](C(=O)O)c3ccccc3,Organic_compounds,Organic_acids_and_derivatives,Peptidomimetics,Hybrid_peptides,Hybrid_peptides,Tripeptides,Small_peptides,Amino_acids_and_Peptides,0,KM_9,KM_4,KM_17,KM_16,KM_20,KM_14,KM_8,KM_26,KM_4
104,BAKYVUHOODEWGV-ZBXWYXHUSA-N,COC(=O)C1=CO[C@@H](OC2OC(CO)C(O)C(O)C2O)[C@H](C=C)[C@@H]1C[C@H]3CC(=O)C[C@H](CC(=O)CCc4ccc(O)cc4)O3,Organic_compounds,Lipids_and_lipid-like_molecules,Prenol_lipids,Terpene_glycosides,Terpene_glycosides,Secoiridoid_monoterpenoids,Monoterpenoids,Terpenoids,1,KM_2,KM_14,KM_19,KM_17,KM_17,KM_17,KM_20,KM_17,KM_62
105,BAKYVUHOODEWGV-ZBXWYXHUSA-N,COC(=O)C1=CO[C@@H](OC2OC(CO)C(O)C(O)C2O)[C@H](C=C)[C@@H]1C[C@H]3CC(=O)C[C@H](CC(=O)CCc4ccc(O)cc4)O3,Organic_compounds,Lipids_and_lipid-like_molecules,Prenol_lipids,Terpene_glycosides,Terpene_glycosides,Secoiridoid_monoterpenoids,Monoterpenoids,Terpenoids,1,KM_9,KM_15,KM_17,KM_16,KM_17,KM_17,KM_20,KM_17,KM_26
106,WMKOZARWBMFKAS-UHFFFAOYSA-N,Oc1ccc2c(=O)c(coc2c1)c3ccccc3,Organic_compounds,Phenylpropanoids_and_polyketides,Isoflavonoids,Isoflav-2-enes,Isoflavones,Isoflavones,Isoflavonoids,Shikimates_and_Phenylpropanoids,0,KM_6,KM_6,KM_6,KM_6,KM_11,KM_6,KM_6,KM_9,KM_97
107,OLLHYYCQHNBTQC-UHFFFAOYSA-N,Oc1cccc2OC(=CC(=O)c12)CCc3ccccc3,Organic_compounds,Organoheterocyclic_compounds,Benzopyrans,1-benzopyrans,Chromones,Chromones,Chromanes,Polyketides,0,KM_7,KM_13,KM_0,KM_11,KM_9,KM_7,KM_30,KM_10,KM_77
108,KFQFFSFVCKZEMA-UHFFFAOYSA-N,COc1cc(oc(=O)c1)C2C(C(C2c3ccccc3)c4cc(OC)cc(=O)o4)c5ccccc5,Organic_compounds,Organoheterocyclic_compounds,Pyrans,Pyranones_and_derivatives,Pyranones_and_derivatives,Kavalactones_and_derivatives,Styrylpyrones,Shikimates_and_Phenylpropanoids,0,KM_6,KM_7,KM_24,KM_5,KM_11,KM_15,KM_33,KM_41,KM_89
109,VFTFPHPJMSJPID-UHFFFAOYSA-N,Cc1cc(OCC(=O)NC(Cc2ccc(Cl)cc2)C(=O)O)c3c4CCCCc4c(=O)oc3c1,Organic_compounds,Organic_acids_and_derivatives,Carboxylic_acids_and_derivatives,"Amino_acids,_peptides,_and_analogues",Phenylalanine_and_derivatives,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_6,KM_7,KM_21,KM_29,KM_34,KM_26,KM_41,KM_29,KM_51
110,HHUZGDMRRLQZIQ-UHFFFAOYSA-N,CC(=O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C,Organic_compounds,Lipids_and_lipid-like_molecules,Steroids_and_steroid_derivatives,Pregnane_steroids,"Gluco/mineralocorticoids,_progestogins_and_derivatives",Pregnane_steroids,Steroids,Terpenoids,0,KM_3,KM_2,KM_2,KM_2,KM_24,KM_34,KM_29,KM_48,KM_42
111,WADHQNBEDDSGQE-FQEVSTJZSA-N,Cc1c(C)c2ccc(OCC(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O)c(C)c2oc1=O,Organic_compounds,Organic_acids_and_derivatives,Carboxylic_acids_and_derivatives,"Amino_acids,_peptides,_and_analogues",N-acyl-L-alpha-amino_acids,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_8,KM_7,KM_21,KM_29,KM_34,KM_9,KM_41,KM_29,KM_81
112,KHAMBCHKQKEHIP-AEFFLSMTSA-N,CCCCc1cc(=O)oc2cc(OCC(=O)N3C[C@H]4C[C@@H](C3)c5cccc(=O)n5C4)c(Cl)cc12,Organic_compounds,Alkaloids_and_derivatives,Lupin_alkaloids,Cytisine_and_derivatives,Cytisine_and_derivatives,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_8,KM_8,KM_11,KM_14,KM_14,KM_10,KM_12,KM_47,KM_47
113,HNJWKRMESUMDQE-UHFFFAOYSA-N,CNCCc1ccc(OC)c(OC)c1,Organic_compounds,Benzenoids,Benzene_and_substituted_derivatives,Methoxybenzenes,Dimethoxybenzenes,Phenylethylamines,Tyrosine_alkaloids,Alkaloids,0,KM_0,KM_13,KM_9,KM_0,KM_19,KM_30,KM_34,KM_14,KM_94
114,OCLCWAFCRIVZTE-SFHVURJKSA-N,CCc1cc(=O)oc2cc(C)cc(OCC(=O)N[C@@H](CSCc3ccccc3)C(=O)O)c12,Organic_compounds,Organic_acids_and_derivatives,Carboxylic_acids_and_derivatives,"Amino_acids,_peptides,_and_analogues",N-acyl-L-alpha-amino_acids,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_2,KM_14,KM_16,KM_27,KM_27,KM_31,KM_16,KM_31,KM_27
115,ZLIRCPWCWHTYNP-SSDOTTSWSA-N,OCC[C@H](CO)c1c(O)cc2C(=O)c3cc(O)cc(O)c3C(=O)c2c1O,Organic_compounds,Benzenoids,Anthracenes,Anthraquinones,Hydroxyanthraquinones,Anthraquinones_and_anthrones,Polycyclic_aromatic_polyketides,Polyketides,0,KM_6,KM_10,KM_6,KM_6,KM_6,KM_27,KM_18,KM_6,KM_72
116,JVVQEBDBIRUGIE-CPONINCNSA-N,CC(Oc1cc2oc(=O)cc(c3ccccc3)c2cc1Cl)C(=O)NC[C@H]4CC[C@@H](CC4)C(=O)O,Organic_compounds,Phenylpropanoids_and_polyketides,Neoflavonoids,Neoflavones,Neoflavones,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_9,KM_18,KM_17,KM_16,KM_20,KM_14,KM_8,KM_26,KM_19
117,LZIXQRTUMIIANS-UHFFFAOYSA-N,Cc1c(C)c2ccc(OCC(=O)N3CCC(CC3)C(=O)O)c(C)c2oc1=O,Organic_compounds,Phenylpropanoids_and_polyketides,Coumarins_and_derivatives,,Coumarins_and_derivatives,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_2,KM_14,KM_16,KM_27,KM_27,KM_31,KM_16,KM_31,KM_27
118,WUGBUBPPCFZIOB-LGTGAQBVSA-N,CC(Oc1ccc2c3CCCc3c(=O)oc2c1)C(=O)N[C@@H](Cc4ccccc4)C(=O)O,Organic_compounds,Organic_acids_and_derivatives,Carboxylic_acids_and_derivatives,"Amino_acids,_peptides,_and_analogues",Phenylalanine_and_derivatives,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_8,KM_7,KM_21,KM_29,KM_34,KM_9,KM_41,KM_29,KM_57
119,XQVWYOYUZDUNRW-UHFFFAOYSA-N,N(c1ccccc1)c2cccc3ccccc23,Organic_compounds,Benzenoids,Naphthalenes,,Naphthalenes,,,Shikimates_and_Phenylpropanoids,0,KM_4,KM_5,KM_7,KM_7,KM_32,KM_5,KM_32,KM_38,KM_8
120,PJCORWSIALCXOS-CVEARBPZSA-N,Clc1cc2c3CCCCc3c(=O)oc2cc1OCC(=O)N4C[C@H]5C[C@@H](C4)c6cccc(=O)n6C5,Organic_compounds,Alkaloids_and_derivatives,Lupin_alkaloids,Cytisine_and_derivatives,Cytisine_and_derivatives,Pyridine_alkaloids;_Quinolizidine_alkaloids,Lysine_alkaloids;_Nicotinic_acid_alkaloids,Alkaloids,0,KM_8,KM_8,KM_11,KM_14,KM_14,KM_10,KM_12,KM_47,KM_47
121,SYYITVCAXCKXAU-CABCVRRESA-N,Clc1cc2c3CCCc3c(=O)oc2cc1OCC(=O)N4C[C@H]5C[C@@H](C4)c6cccc(=O)n6C5,Organic_compounds,Alkaloids_and_derivatives,Lupin_alkaloids,Cytisine_and_derivatives,Cytisine_and_derivatives,Pyridine_alkaloids;_Quinolizidine_alkaloids,Lysine_alkaloids;_Nicotinic_acid_alkaloids,Alkaloids,0,KM_8,KM_8,KM_11,KM_14,KM_14,KM_10,KM_12,KM_47,KM_47
122,ZDPKQLPBBMHHTO-UHFFFAOYSA-N,Cc1cc(OCC(=O)NCCc2c[nH]c3ccccc23)c4c(C)cc(=O)oc4c1,Organic_compounds,Phenylpropanoids_and_polyketides,Coumarins_and_derivatives,,Coumarins_and_derivatives,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_8,KM_12,KM_22,KM_22,KM_32,KM_32,KM_39,KM_38,KM_16
